Iteration, CellID, InitialMol, FinalMol, InitialTemperature, FinalTemperature
243, 2, 485.3759, 490.8491, 507.2928, 497.147
243, 3, 485.3759, 490.8491, 493.767, 483.8916
243, 4, 485.3759, 490.8491, 480.6058, 470.9937
244, 1, 527.4521, 512.7359, 547.968, 533.2847
244, 2, 490.8491, 495.7545, 512.442, 502.1932
244, 3, 490.8491, 495.7545, 498.7597, 488.7845
244, 4, 490.8491, 495.7545, 485.4468, 475.7379
245, 1, 512.7359, 499.5464, 533.2847, 520.0667
245, 2, 495.7545, 500.151, 517.0784, 506.7368
245, 3, 495.7545, 500.151, 503.2542, 493.1891
245, 4, 495.7545, 500.151, 489.8037, 480.0076
246, 1, 499.5464, 551.1467, 520.0667, 571.6028
246, 2, 500.151, 482.9509, 517.1381, 489.0236
246, 3, 500.151, 482.9509, 503.3824, 476.0157
246, 4, 500.151, 482.9509, 489.9971, 463.3581
247, 1, 551.1467, 533.9725, 571.6028, 554.5609
247, 2, 482.9509, 488.6756, 504.9783, 494.8787
247, 3, 482.9509, 488.6756, 491.5251, 481.6946
247, 4, 482.9509, 488.6756, 478.4345, 468.8658
248, 1, 533.9725, 518.5799, 554.5609, 539.2197
248, 2, 488.6756, 493.8065, 510.3578, 500.1506
248, 3, 488.6756, 493.8065, 496.7416, 486.8068
248, 4, 488.6756, 493.8065, 483.4928, 473.823
249, 1, 518.5799, 504.7841, 539.2197, 525.4095
249, 2, 493.8065, 498.4051, 515.2014, 504.8974
249, 3, 493.8065, 498.4051, 501.4375, 491.4088
249, 4, 493.8065, 498.4051, 488.0453, 478.2844
250, 1, 504.7841, 492.4194, 525.4095, 512.9774
250, 2, 498.4051, 502.5266, 519.5627, 509.1715
250, 3, 498.4051, 502.5266, 505.6648, 495.5515
250, 4, 498.4051, 502.5266, 492.1425, 482.2997
251, 1, 492.4194, 544.8348, 512.9774, 565.2933
251, 2, 502.5266, 485.0548, 519.431, 491.1918
251, 3, 502.5266, 485.0548, 505.6059, 478.1183
251, 4, 502.5266, 485.0548, 492.153, 465.3968
252, 1, 544.8348, 528.3154, 565.2933, 548.881
252, 2, 485.0548, 490.5613, 506.9704, 496.831
252, 3, 485.0548, 490.5613, 493.4565, 483.5873
252, 4, 485.0548, 490.5613, 480.3068, 470.7007
253, 1, 528.3154, 513.5097, 548.881, 534.1067
253, 2, 490.5613, 495.4965, 512.1516, 501.9085
253, 3, 490.5613, 495.4965, 498.4802, 488.5106
253, 4, 490.5613, 495.4965, 485.1779, 475.4743
254, 1, 513.5097, 500.2399, 534.1067, 520.8067
254, 2, 495.4965, 499.9198, 516.8167, 506.4803
254, 3, 495.4965, 499.9198, 503.0026, 492.9426
254, 4, 495.4965, 499.9198, 489.5618, 479.7706
255, 1, 500.2399, 488.3465, 520.8067, 508.834
255, 2, 499.9198, 503.8842, 521.0172, 510.5969
255, 3, 499.9198, 503.8842, 507.0737, 496.9322
255, 4, 499.9198, 503.8842, 493.5073, 483.6371
256, 1, 488.3465, 541.2277, 508.834, 561.6055
256, 2, 503.8842, 486.2572, 520.7736, 492.4614
256, 3, 503.8842, 486.2572, 506.9054, 479.3471
256, 4, 503.8842, 486.2572, 493.4108, 466.5862
257, 1, 541.2277, 525.0825, 561.6055, 545.5613
257, 2, 486.2572, 491.6389, 508.137, 497.9743
257, 3, 486.2572, 491.6389, 494.5853, 484.6936
257, 4, 486.2572, 491.6389, 481.399, 471.771
258, 1, 525.0825, 510.6122, 545.5613, 531.1182
258, 2, 491.6389, 496.4624, 513.2021, 502.938
258, 3, 491.6389, 496.4624, 499.4964, 489.5064
258, 4, 491.6389, 496.4624, 486.1606, 476.4374
259, 1, 510.6122, 497.643, 531.1182, 518.1164
259, 2, 496.4624, 500.7854, 517.7628, 507.4075
259, 3, 496.4624, 500.7854, 503.9174, 493.839
259, 4, 496.4624, 500.7854, 490.4461, 480.6372
260, 1, 497.643, 549.461, 518.1164, 569.8671
260, 2, 500.7854, 483.5128, 517.7698, 489.6209
260, 3, 500.7854, 483.5128, 503.9941, 476.5941
260, 4, 500.7854, 483.5128, 490.5891, 463.9179
261, 1, 549.461, 532.4617, 569.8671, 552.9985
261, 2, 483.5128, 489.1792, 505.5272, 495.4167
261, 3, 483.5128, 489.1792, 492.0564, 482.2153
261, 4, 483.5128, 489.1792, 478.9486, 469.3697
262, 1, 532.4617, 517.2258, 552.9985, 537.8133
262, 2, 489.1792, 494.2578, 510.8521, 500.6351
262, 3, 489.1792, 494.2578, 497.2199, 487.2755
262, 4, 489.1792, 494.2578, 483.9554, 474.2763
263, 1, 517.2258, 503.5705, 537.8133, 524.1434
263, 2, 494.2578, 498.8096, 515.6467, 505.3337
263, 3, 494.2578, 498.8096, 501.8681, 491.8307
263, 4, 494.2578, 498.8096, 488.4616, 478.6924
264, 1, 503.5705, 491.3317, 524.1434, 511.8376
264, 2, 498.8096, 502.8892, 519.9637, 509.5645
264, 3, 498.8096, 502.8892, 506.0524, 495.9313
264, 4, 498.8096, 502.8892, 492.5171, 482.6667
265, 1, 491.3317, 543.8715, 511.8376, 564.2787
265, 2, 502.8892, 485.3759, 519.8012, 491.5419
265, 3, 502.8892, 485.3759, 505.9633, 478.4563
265, 4, 502.8892, 485.3759, 492.4981, 465.7232
266, 1, 543.8715, 527.4521, 564.2787, 547.9678
266, 2, 485.3759, 490.8491, 507.2922, 497.1463
266, 3, 485.3759, 490.8491, 493.767, 483.8917
266, 4, 485.3759, 490.8491, 480.6065, 470.9944
267, 1, 527.4521, 512.7359, 547.9678, 533.2845
267, 2, 490.8491, 495.7545, 512.4413, 502.1925
267, 3, 490.8491, 495.7545, 498.7598, 488.7846
267, 4, 490.8491, 495.7545, 485.4474, 475.7385
268, 1, 512.7359, 499.5464, 533.2845, 520.0666
268, 2, 495.7545, 500.151, 517.0777, 506.7361
268, 3, 495.7545, 500.151, 503.2543, 493.1892
268, 4, 495.7545, 500.151, 489.8043, 480.0082
269, 1, 499.5464, 551.1467, 520.0666, 571.6028
269, 2, 500.151, 482.9509, 517.1375, 489.0229
269, 3, 500.151, 482.9509, 503.3825, 476.0158
269, 4, 500.151, 482.9509, 489.9977, 463.3586
270, 1, 551.1467, 533.9725, 571.6028, 554.561
270, 2, 482.9509, 488.6756, 504.9777, 494.8781
270, 3, 482.9509, 488.6756, 491.5252, 481.6947
270, 4, 482.9509, 488.6756, 478.4351, 468.8664
271, 1, 533.9725, 518.5799, 554.561, 539.2197
271, 2, 488.6756, 493.8065, 510.3571, 500.15
271, 3, 488.6756, 493.8065, 496.7417, 486.8068
271, 4, 488.6756, 493.8065, 483.4934, 473.8235
272, 1, 518.5799, 504.7841, 539.2197, 525.4095
272, 2, 493.8065, 498.4051, 515.2008, 504.8968
272, 3, 493.8065, 498.4051, 501.4376, 491.4088
272, 4, 493.8065, 498.4051, 488.0459, 478.2849
273, 1, 504.7841, 492.4194, 525.4095, 512.9774
273, 2, 498.4051, 502.5266, 519.5621, 509.1709
273, 3, 498.4051, 502.5266, 505.6648, 495.5515
273, 4, 498.4051, 502.5266, 492.143, 482.3002
274, 1, 492.4194, 544.8348, 512.9774, 565.2932
274, 2, 502.5266, 485.0548, 519.4304, 491.1913
274, 3, 502.5266, 485.0548, 505.6059, 478.1183
274, 4, 502.5266, 485.0548, 492.1534, 465.3972
275, 1, 544.8348, 528.3154, 565.2932, 548.881
275, 2, 485.0548, 490.5613, 506.9698, 496.8304
275, 3, 485.0548, 490.5613, 493.4565, 483.5873
275, 4, 485.0548, 490.5613, 480.3073, 470.7011
276, 1, 528.3154, 513.5097, 548.881, 534.1067
276, 2, 490.5613, 495.4965, 512.1509, 501.9079
276, 3, 490.5613, 495.4965, 498.4802, 488.5106
276, 4, 490.5613, 495.4965, 485.1783, 475.4748
277, 1, 513.5097, 500.2399, 534.1067, 520.8067
277, 2, 495.4965, 499.9198, 516.816, 506.4797
277, 3, 495.4965, 499.9198, 503.0026, 492.9426
277, 4, 495.4965, 499.9198, 489.5623, 479.771
278, 1, 500.2399, 488.3465, 520.8067, 508.8339
278, 2, 499.9198, 503.8842, 521.0166, 510.5963
278, 3, 499.9198, 503.8842, 507.0737, 496.9322
278, 4, 499.9198, 503.8842, 493.5077, 483.6375
279, 1, 488.3465, 541.2277, 508.8339, 561.6054
279, 2, 503.8842, 486.2572, 520.7729, 492.4608
279, 3, 503.8842, 486.2572, 506.9054, 479.3471
279, 4, 503.8842, 486.2572, 493.4112, 466.5866
280, 1, 541.2277, 525.0825, 561.6054, 545.5613
280, 2, 486.2572, 491.6389, 508.1364, 497.9737
280, 3, 486.2572, 491.6389, 494.5853, 484.6936
280, 4, 486.2572, 491.6389, 481.3994, 471.7714
281, 1, 525.0825, 510.6122, 545.5613, 531.1182
281, 2, 491.6389, 496.4624, 513.2015, 502.9375
281, 3, 491.6389, 496.4624, 499.4964, 489.5064
281, 4, 491.6389, 496.4624, 486.161, 476.4378
282, 1, 510.6122, 497.643, 531.1182, 518.1164
282, 2, 496.4624, 500.7854, 517.7622, 507.407
282, 3, 496.4624, 500.7854, 503.9174, 493.839
282, 4, 496.4624, 500.7854, 490.4465, 480.6375
283, 1, 497.643, 549.461, 518.1164, 569.867
283, 2, 500.7854, 483.5128, 517.7693, 489.6204
283, 3, 500.7854, 483.5128, 503.9941, 476.5941
283, 4, 500.7854, 483.5128, 490.5895, 463.9183
284, 1, 549.461, 532.4617, 569.867, 552.9984
284, 2, 483.5128, 489.1792, 505.5267, 495.4162
284, 3, 483.5128, 489.1792, 492.0564, 482.2153
284, 4, 483.5128, 489.1792, 478.949, 469.37
285, 1, 532.4617, 517.2258, 552.9984, 537.8132
285, 2, 489.1792, 494.2578, 510.8516, 500.6346
285, 3, 489.1792, 494.2578, 497.2199, 487.2755
285, 4, 489.1792, 494.2578, 483.9558, 474.2767
286, 1, 517.2258, 503.5705, 537.8132, 524.1432
286, 2, 494.2578, 498.8096, 515.6461, 505.3332
286, 3, 494.2578, 498.8096, 501.868, 491.8307
286, 4, 494.2578, 498.8096, 488.462, 478.6927
287, 1, 503.5705, 491.3317, 524.1432, 511.8375
287, 2, 498.8096, 502.8892, 519.9632, 509.5639
287, 3, 498.8096, 502.8892, 506.0523, 495.9313
287, 4, 498.8096, 502.8892, 492.5175, 482.6671
288, 1, 491.3317, 543.8715, 511.8375, 564.2786
288, 2, 502.8892, 485.3759, 519.8007, 491.5414
288, 3, 502.8892, 485.3759, 505.9633, 478.4563
288, 4, 502.8892, 485.3759, 492.4985, 465.7235
289, 1, 543.8715, 527.4521, 564.2786, 547.9677
289, 2, 485.3759, 490.8491, 507.2917, 497.1458
289, 3, 485.3759, 490.8491, 493.767, 483.8916
289, 4, 485.3759, 490.8491, 480.6068, 470.9947
290, 1, 527.4521, 512.7359, 547.9677, 533.2845
290, 2, 490.8491, 495.7545, 512.4408, 502.192
290, 3, 490.8491, 495.7545, 498.7597, 488.7845
290, 4, 490.8491, 495.7545, 485.4478, 475.7388
291, 1, 512.7359, 499.5464, 533.2845, 520.0665
291, 2, 495.7545, 500.151, 517.0771, 506.7356
291, 3, 495.7545, 500.151, 503.2542, 493.1891
291, 4, 495.7545, 500.151, 489.8046, 480.0085
292, 1, 499.5464, 551.1467, 520.0665, 571.6027
292, 2, 500.151, 482.9509, 517.1369, 489.0224
292, 3, 500.151, 482.9509, 503.3824, 476.0157
292, 4, 500.151, 482.9509, 489.998, 463.3589
293, 1, 551.1467, 533.9725, 571.6027, 554.5609
293, 2, 482.9509, 488.6756, 504.9771, 494.8776
293, 3, 482.9509, 488.6756, 491.5251, 481.6946
293, 4, 482.9509, 488.6756, 478.4354, 468.8667
294, 1, 533.9725, 518.5799, 554.5609, 539.2196
294, 2, 488.6756, 493.8065, 510.3566, 500.1495
294, 3, 488.6756, 493.8065, 496.7416, 486.8068
294, 4, 488.6756, 493.8065, 483.4937, 473.8238
295, 1, 518.5799, 504.7841, 539.2196, 525.4094
295, 2, 493.8065, 498.4051, 515.2003, 504.8963
295, 3, 493.8065, 498.4051, 501.4375, 491.4088
295, 4, 493.8065, 498.4051, 488.0462, 478.2852
296, 1, 504.7841, 492.4194, 525.4094, 512.9773
296, 2, 498.4051, 502.5266, 519.5616, 509.1704
296, 3, 498.4051, 502.5266, 505.6648, 495.5515
296, 4, 498.4051, 502.5266, 492.1433, 482.3005
297, 1, 492.4194, 544.8348, 512.9773, 565.2931
297, 2, 502.5266, 485.0548, 519.4299, 491.1908
297, 3, 502.5266, 485.0548, 505.6059, 478.1183
297, 4, 502.5266, 485.0548, 492.1537, 465.3975
298, 1, 544.8348, 528.3154, 565.2931, 548.8809
298, 2, 485.0548, 490.5613, 506.9694, 496.83
298, 3, 485.0548, 490.5613, 493.4565, 483.5873
298, 4, 485.0548, 490.5613, 480.3076, 470.7014
299, 1, 528.3154, 513.5097, 548.8809, 534.1065
299, 2, 490.5613, 495.4965, 512.1505, 501.9075
299, 3, 490.5613, 495.4965, 498.4802, 488.5106
299, 4, 490.5613, 495.4965, 485.1786, 475.475
300, 1, 513.5097, 500.2399, 534.1065, 520.8065
300, 2, 495.4965, 499.9198, 516.8156, 506.4793
300, 3, 495.4965, 499.9198, 503.0026, 492.9426
300, 4, 495.4965, 499.9198, 489.5625, 479.7712
301, 1, 500.2399, 488.3465, 520.8065, 508.8337
301, 2, 499.9198, 503.8842, 521.0162, 510.5959
301, 3, 499.9198, 503.8842, 507.0737, 496.9322
301, 4, 499.9198, 503.8842, 493.5079, 483.6378
302, 1, 488.3465, 541.2277, 508.8337, 561.6052
302, 2, 503.8842, 486.2572, 520.7725, 492.4604
302, 3, 503.8842, 486.2572, 506.9054, 479.3471
302, 4, 503.8842, 486.2572, 493.4115, 466.5869
303, 1, 541.2277, 525.0825, 561.6052, 545.5611
303, 2, 486.2572, 491.6389, 508.136, 497.9733
303, 3, 486.2572, 491.6389, 494.5853, 484.6936
303, 4, 486.2572, 491.6389, 481.3997, 471.7717
304, 1, 525.0825, 510.6122, 545.5611, 531.118
304, 2, 491.6389, 496.4624, 513.2012, 502.9371
304, 3, 491.6389, 496.4624, 499.4964, 489.5064
304, 4, 491.6389, 496.4624, 486.1613, 476.438
305, 1, 510.6122, 497.643, 531.118, 518.1162
305, 2, 496.4624, 500.7854, 517.7618, 507.4066
305, 3, 496.4624, 500.7854, 503.9174, 493.839
305, 4, 496.4624, 500.7854, 490.4467, 480.6378
306, 1, 497.643, 549.461, 518.1162, 569.8668
306, 2, 500.7854, 483.5128, 517.7689, 489.6201
306, 3, 500.7854, 483.5128, 503.9941, 476.5941
306, 4, 500.7854, 483.5128, 490.5898, 463.9185
307, 1, 549.461, 532.4617, 569.8668, 552.9982
307, 2, 483.5128, 489.1792, 505.5263, 495.4158
307, 3, 483.5128, 489.1792, 492.0564, 482.2153
307, 4, 483.5128, 489.1792, 478.9492, 469.3702
308, 1, 532.4617, 517.2258, 552.9982, 537.813
308, 2, 489.1792, 494.2578, 510.8512, 500.6342
308, 3, 489.1792, 494.2578, 497.2199, 487.2755
308, 4, 489.1792, 494.2578, 483.956, 474.2769
309, 1, 517.2258, 503.5705, 537.813, 524.1431
309, 2, 494.2578, 498.8096, 515.6458, 505.3329
309, 3, 494.2578, 498.8096, 501.868, 491.8307
309, 4, 494.2578, 498.8096, 488.4622, 478.6929
310, 1, 503.5705, 491.3317, 524.1431, 511.8374
310, 2, 498.8096, 502.8892, 519.9629, 509.5636
310, 3, 498.8096, 502.8892, 506.0523, 495.9313
310, 4, 498.8096, 502.8892, 492.5176, 482.6673
311, 1, 491.3317, 543.8715, 511.8374, 564.2786
311, 2, 502.8892, 485.3759, 519.8004, 491.5411
311, 3, 502.8892, 485.3759, 505.9633, 478.4563
311, 4, 502.8892, 485.3759, 492.4986, 465.7236
312, 1, 543.8715, 527.4521, 564.2786, 547.9676
312, 2, 485.3759, 490.8491, 507.2914, 497.1455
312, 3, 485.3759, 490.8491, 493.767, 483.8916
312, 4, 485.3759, 490.8491, 480.6069, 470.9948
313, 1, 527.4521, 512.7359, 547.9676, 533.2844
313, 2, 490.8491, 495.7545, 512.4406, 502.1917
313, 3, 490.8491, 495.7545, 498.7597, 488.7845
313, 4, 490.8491, 495.7545, 485.4479, 475.7389
314, 1, 512.7359, 499.5464, 533.2844, 520.0665
314, 2, 495.7545, 500.151, 517.0769, 506.7354
314, 3, 495.7545, 500.151, 503.2542, 493.1891
314, 4, 495.7545, 500.151, 489.8047, 480.0086
315, 1, 499.5464, 551.1467, 520.0665, 571.6026
315, 2, 500.151, 482.9509, 517.1367, 489.0222
315, 3, 500.151, 482.9509, 503.3824, 476.0157
315, 4, 500.151, 482.9509, 489.9981, 463.359
316, 1, 551.1467, 533.9725, 571.6026, 554.5608
316, 2, 482.9509, 488.6756, 504.9769, 494.8773
316, 3, 482.9509, 488.6756, 491.5251, 481.6946
316, 4, 482.9509, 488.6756, 478.4355, 468.8668
317, 1, 533.9725, 518.5799, 554.5608, 539.2195
317, 2, 488.6756, 493.8065, 510.3564, 500.1493
317, 3, 488.6756, 493.8065, 496.7416, 486.8068
317, 4, 488.6756, 493.8065, 483.4938, 473.8239
318, 1, 518.5799, 504.7841, 539.2195, 525.4093
318, 2, 493.8065, 498.4051, 515.2001, 504.8961
318, 3, 493.8065, 498.4051, 501.4375, 491.4088
318, 4, 493.8065, 498.4051, 488.0463, 478.2853
317, 1, 504.7841, 492.4194, 525.4093, 512.9772
317, 2, 498.4051, 502.5266, 519.5614, 509.1702
317, 3, 498.4051, 502.5266, 505.6648, 495.5515
317, 4, 498.4051, 502.5266, 492.1434, 482.3006
